Threshold,True_Negatives,False_Positives,False_Negatives,True_Positives,Accuracy,Recall
0.47,3004,307,696,2585,0.8478458737864077,0.7878695519658641
0.48,3025,286,715,2566,0.8481492718446602,0.7820786345626334
0.49,3033,278,741,2540,0.8454186893203883,0.7741542212740018
0.5,3042,269,774,2507,0.8417779126213593,0.7640963120999695
0.51,3053,258,799,2482,0.8396541262135923,0.7564766839378239
0.52,3066,245,830,2451,0.8369235436893204,0.7470283450167632
0.53,3072,239,846,2435,0.8354065533980582,0.7421517829929899
0.54,3079,232,880,2401,0.8313106796116505,0.7317890886924718
0.55,3090,221,899,2382,0.8300970873786407,0.725998171289241
0.56,3123,188,952,2329,0.8270631067961165,0.7098445595854922
0.57,3136,175,983,2298,0.8243325242718447,0.7003962206644315
0.58,3149,162,1013,2268,0.821753640776699,0.6912526668698568
0.59,3161,150,1041,2240,0.8193264563106796,0.6827186833282536
0.6,3171,140,1068,2213,0.816747572815534,0.6744894849131362
0.61,3186,125,1108,2173,0.8129550970873787,0.6622980798537031
0.62,3199,112,1133,2148,0.8111347087378641,0.6546784516915575
0.63,3211,100,1165,2116,0.8081007281553398,0.644925327644011
0.64,3224,87,1197,2084,0.8052184466019418,0.6351722035964645
0.65,3231,80,1221,2060,0.8026395631067961,0.6278573605608047
0.66,3236,75,1246,2035,0.7996055825242718,0.620237732398659
0.67,3246,65,1279,2002,0.7961165048543689,0.6101798232246266
0.68,3253,58,1305,1976,0.7932342233009708,0.6022554099359951
0.69,3257,54,1334,1947,0.7894417475728155,0.5934166412679062
0.7,3266,45,1358,1923,0.7871662621359223,0.5861017982322463
0.71,3271,40,1387,1894,0.7835254854368932,0.5772630295641573
0.72,3275,36,1421,1860,0.7789745145631068,0.5669003352636391
0.73,3276,35,1448,1833,0.7750303398058253,0.5586711368485218
0.74,3277,34,1482,1799,0.7700242718446602,0.5483084425480037
0.75,3280,31,1511,1770,0.7660800970873787,0.5394696738799146
0.76,3281,30,1547,1734,0.7607706310679612,0.5284974093264249
0.77,3286,25,1575,1706,0.7572815533980582,0.5199634257848217
0.78,3288,23,1610,1671,0.7522754854368932,0.5092959463578177
0.79,3293,18,1642,1639,0.7481796116504854,0.49954282231027125
0.8,3294,17,1689,1592,0.7412014563106796,0.48521792136543734
0.81,3297,14,1723,1558,0.736498786407767,0.4748552270649192
0.82,3297,14,1761,1520,0.7307342233009708,0.46327339225845776
0.83,3297,14,1803,1478,0.7243628640776699,0.45047241694605306
0.84,3299,12,1842,1439,0.71875,0.43858579701310574
0.85,3301,10,1881,1400,0.7131371359223301,0.4266991770801585
0.86,3302,9,1914,1367,0.7082827669902912,0.41664126790612616
0.87,3303,8,1953,1328,0.7025182038834952,0.4047546479731789
0.88,3306,5,1991,1290,0.6972087378640777,0.3931728131667175
0.89,3306,5,2026,1255,0.6918992718446602,0.3825053337397135
0.9,3306,5,2068,1213,0.6855279126213593,0.36970435842730875
0.91,3307,4,2113,1168,0.6788531553398058,0.3559890277354465
0.92,3307,4,2162,1119,0.6714199029126213,0.34105455653764094
0.93,3307,4,2208,1073,0.6644417475728155,0.3270344407192929
0.94,3308,3,2259,1022,0.6568567961165048,0.3114903992685157
0.95,3309,2,2321,960,0.6476031553398058,0.2925937214263944
0.96,3309,2,2382,899,0.6383495145631068,0.2740018287107589
0.97,3310,1,2439,842,0.6298543689320388,0.25662907650106676
0.98,3310,1,2524,757,0.6169599514563107,0.2307223407497714
0.99,3310,1,2630,651,0.600879854368932,0.19841511734227368
1.0,3311,0,3149,132,0.5222997572815534,0.04023163669612923
