Threshold,True_Negatives,False_Positives,False_Negatives,True_Positives,Accuracy,Recall
0.0,0,3290,0,3270,0.49847560975609756,1.0
0.01,722,2568,1,3269,0.6083841463414634,0.9996941896024465
0.02,858,2432,3,3267,0.6288109756097561,0.9990825688073395
0.03,933,2357,5,3265,0.6399390243902439,0.9984709480122325
0.04,1003,2287,5,3265,0.650609756097561,0.9984709480122325
0.05,1074,2216,7,3263,0.6611280487804878,0.9978593272171253
0.06,1138,2152,8,3262,0.6707317073170732,0.9975535168195718
0.07,1197,2093,12,3258,0.6791158536585366,0.9963302752293578
0.08,1272,2018,18,3252,0.6896341463414634,0.9944954128440368
0.09,1328,1962,19,3251,0.6980182926829268,0.9941896024464831
0.1,1374,1916,20,3250,0.7048780487804878,0.9938837920489296
0.11,1437,1853,26,3244,0.7135670731707318,0.9920489296636086
0.12,1487,1803,27,3243,0.7210365853658537,0.9917431192660551
0.13,1525,1765,29,3241,0.7265243902439025,0.9911314984709481
0.14,1567,1723,37,3233,0.7317073170731707,0.9886850152905199
0.15,1612,1678,41,3229,0.7379573170731707,0.9874617737003059
0.16,1655,1635,46,3224,0.74375,0.9859327217125382
0.17,1697,1593,49,3221,0.7496951219512196,0.9850152905198777
0.18,1748,1542,57,3213,0.75625,0.9825688073394495
0.19,1793,1497,64,3206,0.7620426829268293,0.980428134556575
0.2,1834,1456,74,3196,0.7667682926829268,0.9773700305810398
0.21,1875,1415,80,3190,0.7721036585365854,0.9755351681957186
0.22,1918,1372,90,3180,0.7771341463414634,0.9724770642201835
0.23,1967,1323,95,3175,0.7838414634146341,0.9709480122324159
0.24,2007,1283,107,3163,0.788109756097561,0.9672782874617737
0.25,2061,1229,115,3155,0.7951219512195122,0.9648318042813455
0.26,2111,1179,132,3138,0.8001524390243903,0.9596330275229358
0.27,2146,1144,141,3129,0.8041158536585366,0.9568807339449541
0.28,2196,1094,153,3117,0.8099085365853659,0.9532110091743119
0.29,2241,1049,168,3102,0.8144817073170731,0.9486238532110092
0.3,2288,1002,190,3080,0.8182926829268292,0.9418960244648318
0.31,2335,955,212,3058,0.8221036585365854,0.9351681957186544
0.32,2377,913,225,3045,0.8265243902439025,0.9311926605504587
0.33,2414,876,246,3024,0.8289634146341464,0.9247706422018349
0.34,2456,834,272,2998,0.8314024390243903,0.9168195718654434
0.35,2504,786,286,2984,0.8365853658536585,0.9125382262996942
0.36,2546,744,308,2962,0.8396341463414634,0.9058103975535168
0.37,2585,705,327,2943,0.8426829268292683,0.9
0.38,2629,661,349,2921,0.8460365853658537,0.8932721712538226
0.39,2658,632,362,2908,0.8484756097560976,0.8892966360856269
0.4,2684,606,382,2888,0.849390243902439,0.8831804281345565
0.41,2719,571,398,2872,0.8522865853658537,0.8782874617737003
0.42,2748,542,423,2847,0.8528963414634146,0.8706422018348624
0.43,2773,517,451,2819,0.8524390243902439,0.8620795107033639
0.44,2799,491,478,2792,0.8522865853658537,0.8538226299694189
0.45,2825,465,501,2769,0.8527439024390244,0.846788990825688
0.46,2846,444,523,2747,0.8525914634146341,0.8400611620795106
0.47,2866,424,544,2726,0.8524390243902439,0.8336391437308869
0.48,2881,409,566,2704,0.8513719512195121,0.8269113149847095
0.49,2897,393,581,2689,0.8515243902439025,0.8223241590214068
0.5,2920,370,601,2669,0.8519817073170731,0.8162079510703364
0.51,2943,347,621,2649,0.8524390243902439,0.810091743119266
0.52,2963,327,644,2626,0.8519817073170731,0.8030581039755351
0.53,2979,311,664,2606,0.8513719512195121,0.7969418960244649
0.54,2995,295,686,2584,0.8504573170731707,0.7902140672782875
0.55,3009,281,707,2563,0.849390243902439,0.7837920489296636
0.56,3023,267,729,2541,0.848170731707317,0.7770642201834862
0.57,3039,251,758,2512,0.8461890243902439,0.7681957186544343
0.58,3054,236,778,2492,0.8454268292682927,0.7620795107033639
0.59,3076,214,826,2444,0.8414634146341463,0.7474006116207951
0.6,3099,191,847,2423,0.8417682926829269,0.7409785932721713
0.61,3107,183,871,2399,0.839329268292683,0.7336391437308869
0.62,3118,172,896,2374,0.8371951219512195,0.7259938837920489
0.63,3126,164,937,2333,0.8321646341463415,0.7134556574923547
0.64,3137,153,970,2300,0.8288109756097561,0.7033639143730887
0.65,3152,138,997,2273,0.8269817073170732,0.6951070336391437
0.66,3158,132,1040,2230,0.8213414634146341,0.6819571865443425
0.67,3172,118,1073,2197,0.8184451219512195,0.6718654434250765
0.68,3182,108,1103,2167,0.8153963414634147,0.6626911314984709
0.69,3192,98,1130,2140,0.8128048780487804,0.654434250764526
0.7,3205,85,1161,2109,0.8100609756097561,0.6449541284403669
0.71,3213,77,1206,2064,0.8044207317073171,0.6311926605504588
0.72,3221,69,1254,2016,0.7983231707317073,0.6165137614678899
0.73,3227,63,1288,1982,0.7940548780487805,0.6061162079510704
0.74,3238,52,1377,1893,0.7821646341463414,0.5788990825688073
0.75,3246,44,1428,1842,0.775609756097561,0.563302752293578
0.76,3254,36,1472,1798,0.7701219512195122,0.5498470948012233
0.77,3257,33,1511,1759,0.7646341463414634,0.537920489296636
0.78,3263,27,1564,1706,0.7574695121951219,0.5217125382262997
0.79,3269,21,1610,1660,0.7513719512195122,0.5076452599388379
0.8,3270,20,1653,1617,0.744969512195122,0.4944954128440367
0.81,3270,20,1704,1566,0.7371951219512195,0.47889908256880737
0.82,3273,17,1742,1528,0.7318597560975609,0.4672782874617737
0.83,3273,17,1787,1483,0.725,0.45351681957186546
0.84,3276,14,1839,1431,0.717530487804878,0.43761467889908257
0.85,3281,9,1892,1378,0.7102134146341463,0.42140672782874616
0.86,3283,7,1941,1329,0.7030487804878048,0.40642201834862385
0.87,3284,6,1978,1292,0.697560975609756,0.39510703363914373
0.88,3284,6,2016,1254,0.6917682926829268,0.3834862385321101
0.89,3285,5,2054,1216,0.6861280487804878,0.37186544342507644
0.9,3286,4,2105,1165,0.6785060975609756,0.3562691131498471
0.91,3286,4,2156,1114,0.6707317073170732,0.3406727828746177
0.92,3286,4,2197,1073,0.6644817073170731,0.3281345565749236
0.93,3286,4,2250,1020,0.6564024390243902,0.3119266055045872
0.94,3286,4,2306,964,0.6478658536585366,0.2948012232415902
0.95,3288,2,2364,906,0.6393292682926829,0.27706422018348625
0.96,3288,2,2426,844,0.6298780487804878,0.2581039755351682
0.97,3289,1,2510,760,0.6172256097560975,0.2324159021406728
0.98,3289,1,2594,676,0.604420731707317,0.20672782874617737
0.99,3289,1,2687,583,0.5902439024390244,0.1782874617737003
1.0,3290,0,3165,105,0.5175304878048781,0.03211009174311927
